OrderDate               SalesOrderNumber          ProductName                                        OrderQty UnitPrice             LineTotal                               
2008-06-01 00:00:00.000 SO71782                   Touring-1000 Blue, 46                                     2             1430.4420                              2860.884000
2008-06-01 00:00:00.000 SO71782                   Short-Sleeve Classic Jersey, XL                           4               32.3940                               129.576000
2008-06-01 00:00:00.000 SO71782                   HL Touring Frame - Yellow, 60                             2              602.3460                              1204.692000
2008-06-01 00:00:00.000 SO71782                   Long-Sleeve Logo Jersey, L                                8               29.9940                               239.952000
2008-06-01 00:00:00.000 SO71782                   Rear Derailleur                                           3               72.8760                               218.628000
2008-06-01 00:00:00.000 SO71782                   Touring-1000 Yellow, 60                                   1             1430.4420                              1430.442000
2008-06-01 00:00:00.000 SO71782                   Touring-1000 Blue, 50                                     2             1430.4420                              2860.884000
2008-06-01 00:00:00.000 SO71782                   Sport-100 Helmet, Black                                   7               20.9940                               146.958000
2008-06-01 00:00:00.000 SO71782                   Touring-3000 Yellow, 44                                   3              445.4100                              1336.230000
2008-06-01 00:00:00.000 SO71782                   Touring-3000 Blue, 50                                     2              445.4100                               890.820000
2008-06-01 00:00:00.000 SO71782                   Touring-3000 Blue, 54                                     2              445.4100                               890.820000
2008-06-01 00:00:00.000 SO71782                   Touring-3000 Yellow, 54                                   1              445.4100                               445.410000
2008-06-01 00:00:00.000 SO71782                   Touring-2000 Blue, 60                                     1              728.9100                               728.910000
2008-06-01 00:00:00.000 SO71782                   Touring-1000 Blue, 54                                     2             1430.4420                              2860.884000
2008-06-01 00:00:00.000 SO71782                   HL Crankset                                               2              242.9940                               485.988000
2008-06-01 00:00:00.000 SO71782                   Front Derailleur                                          2               54.8940                               109.788000
2008-06-01 00:00:00.000 SO71782                   HL Touring Seat/Saddle                                    1               31.5840                                31.584000
2008-06-01 00:00:00.000 SO71782                   LL Touring Frame - Yellow, 62                             1              200.0520                               200.052000
2008-06-01 00:00:00.000 SO71782                   HL Touring Frame - Blue, 54                               1              602.3460                               602.346000
2008-06-01 00:00:00.000 SO71782                   HL Touring Frame - Blue, 60                               1              602.3460                               602.346000
2008-06-01 00:00:00.000 SO71782                   Short-Sleeve Classic Jersey, S                            6               32.3940                               194.364000
2008-06-01 00:00:00.000 SO71782                   Short-Sleeve Classic Jersey, L                            4               32.3940                               129.576000
2008-06-01 00:00:00.000 SO71782                   Half-Finger Gloves, M                                     1               14.6940                                14.694000
2008-06-01 00:00:00.000 SO71782                   Classic Vest, M                                           4               38.1000                               152.400000
2008-06-01 00:00:00.000 SO71782                   Hydration Pack - 70 oz.                                   9               32.9940                               296.946000
2008-06-01 00:00:00.000 SO71782                   Sport-100 Helmet, Blue                                    6               20.9940                               125.964000
2008-06-01 00:00:00.000 SO71782                   Sport-100 Helmet, Red                                     3               20.9940                                62.982000
2008-06-01 00:00:00.000 SO71783                   LL Road Frame - Black, 52                                 4              202.3320                               809.328000
2008-06-01 00:00:00.000 SO71783                   ML Road Pedal                                             6               37.2540                               223.524000
2008-06-01 00:00:00.000 SO71783                   Road-250 Black, 44                                        3             1466.0100                              4398.030000
2008-06-01 00:00:00.000 SO71783                   Road-750 Black, 58                                        4              323.9940                              1295.976000
2008-06-01 00:00:00.000 SO71783                   Hydration Pack - 70 oz.                                   9               32.9940                               296.946000
2008-06-01 00:00:00.000 SO71783                   Half-Finger Gloves, M                                     7               14.6940                               102.858000
2008-06-01 00:00:00.000 SO71783                   Road-350-W Yellow, 48                                    25              850.4950                             19136.137500
2008-06-01 00:00:00.000 SO71783                   Long-Sleeve Logo Jersey, M                                6               29.9940                               179.964000
2008-06-01 00:00:00.000 SO71783                   Bike Wash - Dissolver                                     8                4.7700                                38.160000
2008-06-01 00:00:00.000 SO71783                   HL Road Handlebars                                        1               72.1620                                72.162000
2008-06-01 00:00:00.000 SO71783                   Short-Sleeve Classic Jersey, S                            6               32.3940                               194.364000
2008-06-01 00:00:00.000 SO71783                   Patch Kit/8 Patches                                       6                1.3740                                 8.244000
2008-06-01 00:00:00.000 SO71783                   Water Bottle - 30 oz.                                    10                2.9940                                29.940000
2008-06-01 00:00:00.000 SO71783                   ML Road Frame-W - Yellow, 38                              1              356.8980                               356.898000
2008-06-01 00:00:00.000 SO71783                   Road-550-W Yellow, 42                                     1              672.2940                               672.294000
2008-06-01 00:00:00.000 SO71783                   Half-Finger Gloves, S                                     2               14.6940                                29.388000
2008-06-01 00:00:00.000 SO71783                   Half-Finger Gloves, L                                     9               14.6940                               132.246000
2008-06-01 00:00:00.000 SO71783                   Classic Vest, S                                          15               34.9250                               497.681250
2008-06-01 00:00:00.000 SO71783                   LL Road Pedal                                             3               24.2940                                72.882000
2008-06-01 00:00:00.000 SO71783                   Short-Sleeve Classic Jersey, L                           11               31.3142                               337.567076
2008-06-01 00:00:00.000 SO71783                   LL Road Frame - Black, 58                                 6              202.3320                              1213.992000
2008-06-01 00:00:00.000 SO71783                   Short-Sleeve Classic Jersey, XL                           9               32.3940                               291.546000
2008-06-01 00:00:00.000 SO71783                   Road-750 Black, 48                                        7              323.9940                              2267.958000
2008-06-01 00:00:00.000 SO71783                   Road-750 Black, 52                                        5              323.9940                              1619.970000
2008-06-01 00:00:00.000 SO71783                   Road-550-W Yellow, 38                                     4              672.2940                              2689.176000
2008-06-01 00:00:00.000 SO71783                   Road-550-W Yellow, 40                                     1              672.2940                               672.294000
2008-06-01 00:00:00.000 SO71783                   Road-550-W Yellow, 48                                     1              672.2940                               672.294000
2008-06-01 00:00:00.000 SO71783                   Road-350-W Yellow, 40                                     5             1020.5940                              5102.970000
2008-06-01 00:00:00.000 SO71783                   Road-350-W Yellow, 42                                    13              986.5742                             12568.955308
2008-06-01 00:00:00.000 SO71783                   HL Road Pedal                                             4               48.5940                               194.376000
2008-06-01 00:00:00.000 SO71783                   ML Road Frame-W - Yellow, 44                              3              356.8980                              1070.694000
2008-06-01 00:00:00.000 SO71783                   ML Road Frame-W - Yellow, 48                              4              356.8980                              1427.592000
2008-06-01 00:00:00.000 SO71783                   HL Road Frame - Black, 44                                 4              858.9000                              3435.600000
2008-06-01 00:00:00.000 SO71783                   HL Road Frame - Red, 44                                   2              858.9000                              1717.800000
2008-06-01 00:00:00.000 SO71783                   Long-Sleeve Logo Jersey, L                               17               27.4945                               444.036175
2008-06-01 00:00:00.000 SO71783                   Long-Sleeve Logo Jersey, XL                               4               29.9940                               119.976000
2008-06-01 00:00:00.000 SO71783                   Racing Socks, L                                           1                5.3940                                 5.394000
2008-06-01 00:00:00.000 SO71783                   Classic Vest, M                                          10               38.1000                               381.000000
2008-06-01 00:00:00.000 SO71783                   AWC Logo Cap                                             11                5.2142                                56.209076
2008-06-01 00:00:00.000 SO71783                   Sport-100 Helmet, Blue                                   15               19.2445                               274.234125
2008-06-01 00:00:00.000 SO71783                   Hitch Rack - 4-Bike                                       2               72.0000                               144.000000
2008-06-01 00:00:00.000 SO71783                   Sport-100 Helmet, Red                                    10               20.9940                               209.940000
2008-06-01 00:00:00.000 SO71783                   Sport-100 Helmet, Black                                  11               20.2942                               218.771476
2008-06-01 00:00:00.000 SO71784                   Sport-100 Helmet, Blue                                    2               20.9940                                41.988000
2008-06-01 00:00:00.000 SO71784                   HL Touring Frame - Yellow, 60                             8              602.3460                              4818.768000
2008-06-01 00:00:00.000 SO71784                   Touring-1000 Yellow, 46                                   2             1430.4420                              2860.884000
2008-06-01 00:00:00.000 SO71784                   Water Bottle - 30 oz.                                    11                2.8942                                31.199476
2008-06-01 00:00:00.000 SO71784                   Classic Vest, M                                           8               38.1000                               304.800000
2008-06-01 00:00:00.000 SO71784                   Touring-2000 Blue, 46                                     4              728.9100                              2915.640000
2008-06-01 00:00:00.000 SO71784                   Touring-3000 Blue, 58                                     1              445.4100                               445.410000
2008-06-01 00:00:00.000 SO71784                   Long-Sleeve Logo Jersey, M                                9               29.9940                               269.946000
2008-06-01 00:00:00.000 SO71784                   AWC Logo Cap                                             10                5.3940                                53.940000
2008-06-01 00:00:00.000 SO71784                   Touring-2000 Blue, 54                                     4              728.9100                              2915.640000
2008-06-01 00:00:00.000 SO71784                   Bike Wash - Dissolver                                     8                4.7700                                38.160000
2008-06-01 00:00:00.000 SO71784                   Long-Sleeve Logo Jersey, XL                               5               29.9940                               149.970000
2008-06-01 00:00:00.000 SO71784                   Touring-3000 Yellow, 62                                  11              430.5630                              4641.469140
2008-06-01 00:00:00.000 SO71784                   Touring-3000 Blue, 54                                     6              445.4100                              2672.460000
2008-06-01 00:00:00.000 SO71784                   Hitch Rack - 4-Bike                                       6               72.0000                               432.000000
2008-06-01 00:00:00.000 SO71784                   LL Touring Frame - Yellow, 44                             2              200.0520                               400.104000
2008-06-01 00:00:00.000 SO71784                   Half-Finger Gloves, S                                     6               14.6940                                88.164000
2008-06-01 00:00:00.000 SO71784                   HL Touring Frame - Yellow, 54                             4              602.3460                              2409.384000
2008-06-01 00:00:00.000 SO71784                   Touring-3000 Yellow, 50                                   7              445.4100                              3117.870000
2008-06-01 00:00:00.000 SO71784                   LL Touring Frame - Blue, 50                               2              200.0520                               400.104000
2008-06-01 00:00:00.000 SO71784                   Touring-1000 Yellow, 60                                  12             1382.7606                             16261.264656
2008-06-01 00:00:00.000 SO71784                   Touring-3000 Blue, 50                                     8              445.4100                              3563.280000
2008-06-01 00:00:00.000 SO71784                   Touring-3000 Yellow, 44                                   3              445.4100                              1336.230000
2008-06-01 00:00:00.000 SO71784                   Touring-3000 Yellow, 54                                   5              445.4100                              2227.050000
2008-06-01 00:00:00.000 SO71784                   Touring-2000 Blue, 60                                     3              728.9100                              2186.730000
2008-06-01 00:00:00.000 SO71784                   Touring-1000 Blue, 46                                     4             1430.4420                              5721.768000
2008-06-01 00:00:00.000 SO71784                   Touring-1000 Blue, 50                                     6             1430.4420                              8582.652000
2008-06-01 00:00:00.000 SO71784                   Touring-1000 Blue, 60                                    10             1430.4420                             14304.420000
2008-06-01 00:00:00.000 SO71784                   Touring-1000 Yellow, 50                                   2             1430.4420                              2860.884000
2008-06-01 00:00:00.000 SO71784                   HL Touring Seat/Saddle                                    2               31.5840                                63.168000
2008-06-01 00:00:00.000 SO71784                   LL Touring Frame - Blue, 54                               3              200.0520                               600.156000
2008-06-01 00:00:00.000 SO71784                   LL Touring Frame - Yellow, 50                             1              200.0520                               200.052000
2008-06-01 00:00:00.000 SO71784                   HL Touring Frame - Blue, 60                               1              602.3460                               602.346000
2008-06-01 00:00:00.000 SO71784                   Long-Sleeve Logo Jersey, L                                8               29.9940                               239.952000
2008-06-01 00:00:00.000 SO71784                   Short-Sleeve Classic Jersey, S                            6               32.3940                               194.364000
2008-06-01 00:00:00.000 SO71784                   Short-Sleeve Classic Jersey, L                            7               32.3940                               226.758000
2008-06-01 00:00:00.000 SO71784                   Short-Sleeve Classic Jersey, XL                           3               32.3940                                97.182000
2008-06-01 00:00:00.000 SO71784                   Half-Finger Gloves, M                                     5               14.6940                                73.470000
2008-06-01 00:00:00.000 SO71784                   Classic Vest, S                                          23               34.9250                               763.111250
2008-06-01 00:00:00.000 SO71784                   Hydration Pack - 70 oz.                                   9               32.9940                               296.946000
2008-06-01 00:00:00.000 SO71784                   Patch Kit/8 Patches                                       8                1.3740                                10.992000
2008-06-01 00:00:00.000 SO71784                   Sport-100 Helmet, Red                                    10               20.9940                               209.940000
2008-06-01 00:00:00.000 SO71784                   Sport-100 Helmet, Black                                  12               20.2942                               238.659792
2008-06-01 00:00:00.000 SO71796                   HL Touring Frame - Blue, 50                               1              602.3460                               602.346000
2008-06-01 00:00:00.000 SO71796                   Touring-2000 Blue, 54                                     8              728.9100                              5831.280000
2008-06-01 00:00:00.000 SO71796                   Touring-2000 Blue, 60                                     2              728.9100                              1457.820000
2008-06-01 00:00:00.000 SO71796                   HL Touring Seat/Saddle                                    1               31.5840                                31.584000
2008-06-01 00:00:00.000 SO71796                   Touring-3000 Blue, 54                                     5              445.4100                              2227.050000
2008-06-01 00:00:00.000 SO71796                   Touring-1000 Yellow, 60                                   3             1430.4420                              4291.326000
2008-06-01 00:00:00.000 SO71796                   Touring-1000 Blue, 60                                     9             1430.4420                             12873.978000
2008-06-01 00:00:00.000 SO71796                   Touring-1000 Blue, 50                                     2             1430.4420                              2860.884000
2008-06-01 00:00:00.000 SO71796                   Touring-3000 Blue, 50                                     3              445.4100                              1336.230000
2008-06-01 00:00:00.000 SO71796                   Touring-3000 Yellow, 44                                   7              445.4100                              3117.870000
2008-06-01 00:00:00.000 SO71796                   Touring-3000 Yellow, 62                                   2              445.4100                               890.820000
2008-06-01 00:00:00.000 SO71796                   Touring-2000 Blue, 46                                     1              728.9100                               728.910000
2008-06-01 00:00:00.000 SO71796                   Touring-1000 Yellow, 46                                   3             1430.4420                              4291.326000
2008-06-01 00:00:00.000 SO71796                   Touring-1000 Yellow, 50                                   1             1430.4420                              1430.442000
2008-06-01 00:00:00.000 SO71796                   HL Touring Handlebars                                     1               54.9420                                54.942000
2008-06-01 00:00:00.000 SO71796                   LL Touring Frame - Yellow, 44                             1              200.0520                               200.052000
2008-06-01 00:00:00.000 SO71796                   LL Touring Frame - Yellow, 50                             1              200.0520                               200.052000
2008-06-01 00:00:00.000 SO71796                   HL Touring Frame - Blue, 54                               6              602.3460                              3614.076000
2008-06-01 00:00:00.000 SO71796                   HL Touring Frame - Blue, 60                               1              602.3460                               602.346000
2008-06-01 00:00:00.000 SO71796                   HL Touring Frame - Yellow, 60                             2              602.3460                              1204.692000
2008-06-01 00:00:00.000 SO71797                   Sport-100 Helmet, Blue                                    4               20.9940                                83.976000
2008-06-01 00:00:00.000 SO71797                   HL Road Frame - Black, 44                                 2              858.9000                              1717.800000
2008-06-01 00:00:00.000 SO71797                   Long-Sleeve Logo Jersey, M                                1               29.9940                                29.994000
2008-06-01 00:00:00.000 SO71797                   HL Road Pedal                                             4               48.5940                               194.376000
2008-06-01 00:00:00.000 SO71797                   Short-Sleeve Classic Jersey, L                           16               29.6945                               451.356400
2008-06-01 00:00:00.000 SO71797                   HL Road Seat/Saddle                                       2               31.5840                                63.168000
2008-06-01 00:00:00.000 SO71797                   LL Road Frame - Black, 52                                 1              202.3320                               202.332000
2008-06-01 00:00:00.000 SO71797                   LL Road Frame - Black, 58                                 3              202.3320                               606.996000
2008-06-01 00:00:00.000 SO71797                   ML Road Frame-W - Yellow, 44                              5              356.8980                              1784.490000
2008-06-01 00:00:00.000 SO71797                   HL Road Frame - Red, 44                                   1              858.9000                               858.900000
2008-06-01 00:00:00.000 SO71797                   Long-Sleeve Logo Jersey, L                                4               29.9940                               119.976000
2008-06-01 00:00:00.000 SO71797                   Long-Sleeve Logo Jersey, XL                               5               29.9940                               149.970000
2008-06-01 00:00:00.000 SO71797                   Short-Sleeve Classic Jersey, XL                          15               29.6945                               423.146625
2008-06-01 00:00:00.000 SO71797                   Racing Socks, L                                           3                5.3940                                16.182000
2008-06-01 00:00:00.000 SO71797                   Half-Finger Gloves, L                                     4               14.6940                                58.776000
2008-06-01 00:00:00.000 SO71797                   AWC Logo Cap                                              6                5.3940                                32.364000
2008-06-01 00:00:00.000 SO71797                   Hydration Pack - 70 oz.                                  10               32.9940                               329.940000
2008-06-01 00:00:00.000 SO71797                   Patch Kit/8 Patches                                       6                1.3740                                 8.244000
2008-06-01 00:00:00.000 SO71797                   Hitch Rack - 4-Bike                                      10               72.0000                               720.000000
2008-06-01 00:00:00.000 SO71797                   Road-750 Black, 58                                        7              323.9940                              2267.958000
2008-06-01 00:00:00.000 SO71797                   Road-550-W Yellow, 40                                     2              672.2940                              1344.588000
2008-06-01 00:00:00.000 SO71797                   HL Road Handlebars                                        2               72.1620                               144.324000
2008-06-01 00:00:00.000 SO71797                   ML Road Pedal                                             4               37.2540                               149.016000
2008-06-01 00:00:00.000 SO71797                   Road-550-W Yellow, 48                                     2              672.2940                              1344.588000
2008-06-01 00:00:00.000 SO71797                   Road-750 Black, 48                                        6              323.9940                              1943.964000
2008-06-01 00:00:00.000 SO71797                   Road-750 Black, 52                                        4              323.9940                              1295.976000
2008-06-01 00:00:00.000 SO71797                   LL Road Pedal                                             3               24.2940                                72.882000
2008-06-01 00:00:00.000 SO71797                   Road-250 Black, 48                                        5             1466.0100                              7330.050000
2008-06-01 00:00:00.000 SO71797                   Road-250 Black, 52                                        2             1466.0100                              2932.020000
2008-06-01 00:00:00.000 SO71797                   Road-550-W Yellow, 38                                    10              672.2940                              6722.940000
2008-06-01 00:00:00.000 SO71797                   Short-Sleeve Classic Jersey, S                            8               32.3940                               259.152000
2008-06-01 00:00:00.000 SO71797                   Classic Vest, M                                           1               38.1000                                38.100000
2008-06-01 00:00:00.000 SO71797                   Classic Vest, S                                          23               34.9250                               763.111250
2008-06-01 00:00:00.000 SO71797                   Road-350-W Yellow, 48                                     9             1020.5940                              9185.346000
2008-06-01 00:00:00.000 SO71797                   Bike Wash - Dissolver                                    17                4.3725                                70.615875
2008-06-01 00:00:00.000 SO71797                   Road-250 Black, 44                                        6             1466.0100                              8796.060000
2008-06-01 00:00:00.000 SO71797                   Road-350-W Yellow, 42                                     3             1020.5940                              3061.782000
2008-06-01 00:00:00.000 SO71797                   Sport-100 Helmet, Red                                     6               20.9940                               125.964000
2008-06-01 00:00:00.000 SO71797                   Half-Finger Gloves, M                                     9               14.6940                               132.246000
2008-06-01 00:00:00.000 SO71797                   Road-350-W Yellow, 40                                     5             1020.5940                              5102.970000
2008-06-01 00:00:00.000 SO71797                   Water Bottle - 30 oz.                                    11                2.8942                                31.199476
2008-06-01 00:00:00.000 SO71797                   HL Road Frame - Red, 62                                   2              858.9000                              1717.800000
2008-06-01 00:00:00.000 SO71797                   Half-Finger Gloves, S                                     4               14.6940                                58.776000
2008-06-01 00:00:00.000 SO71797                   ML Road Frame-W - Yellow, 48                              4              356.8980                              1427.592000
2008-06-01 00:00:00.000 SO71797                   Sport-100 Helmet, Black                                  12               20.2942                               238.659792
2008-06-01 00:00:00.000 SO71797                   ML Road Frame-W - Yellow, 38                              2              356.8980                               713.796000
2008-06-01 00:00:00.000 SO71815                   LL Road Frame - Black, 52                                 1              202.3320                               202.332000
2008-06-01 00:00:00.000 SO71815                   ML Road Frame-W - Yellow, 44                              2              356.8980                               713.796000
2008-06-01 00:00:00.000 SO71815                   Racing Socks, M                                           2                5.3940                                10.788000
2008-06-01 00:00:00.000 SO71816                   Touring-2000 Blue, 60                                     1              728.9100                               728.910000
2008-06-01 00:00:00.000 SO71816                   Touring-1000 Yellow, 46                                   1             1430.4420                              1430.442000
2008-06-01 00:00:00.000 SO71816                   Long-Sleeve Logo Jersey, L                                2               29.9940                                59.988000
2008-06-01 00:00:00.000 SO71816                   AWC Logo Cap                                              4                5.3940                                21.576000
2008-06-01 00:00:00.000 SO71816                   Short-Sleeve Classic Jersey, L                            3               32.3940                                97.182000
2008-06-01 00:00:00.000 SO71816                   Touring-3000 Yellow, 44                                   1              445.4100                               445.410000
2008-06-01 00:00:00.000 SO71816                   Front Brakes                                              1               63.9000                                63.900000
2008-06-01 00:00:00.000 SO71831                   Women's Mountain Shorts, L                                2               41.9940                                83.988000
2008-06-01 00:00:00.000 SO71831                   Mountain-200 Black, 38                                    1             1376.9940                              1376.994000
2008-06-01 00:00:00.000 SO71831                   Women's Mountain Shorts, S                                6               41.9940                               251.964000
2008-06-01 00:00:00.000 SO71832                   LL Mountain Frame - Silver, 44                            4              158.4300                               633.720000
2008-06-01 00:00:00.000 SO71832                   Mountain-400-W Silver, 46                                 3              461.6940                              1385.082000
2008-06-01 00:00:00.000 SO71832                   Mountain-200 Silver, 46                                   2             1391.9940                              2783.988000
2008-06-01 00:00:00.000 SO71832                   Women's Mountain Shorts, M                                1               41.9940                                41.994000
2008-06-01 00:00:00.000 SO71832                   HL Mountain Handlebars                                    1               72.1620                                72.162000
2008-06-01 00:00:00.000 SO71832                   Mountain-400-W Silver, 38                                 1              461.6940                               461.694000
2008-06-01 00:00:00.000 SO71832                   LL Mountain Frame - Black, 44                             2              149.8740                               299.748000
2008-06-01 00:00:00.000 SO71832                   Mountain-500 Silver, 42                                   2              112.9980                               135.597600
2008-06-01 00:00:00.000 SO71832                   LL Mountain Seat/Saddle                                   1               16.2720                                16.272000
2008-06-01 00:00:00.000 SO71832                   Women's Mountain Shorts, S                               13               40.5942                               517.170108
2008-06-01 00:00:00.000 SO71832                   Mountain-200 Black, 38                                    3             1376.9940                              4130.982000
2008-06-01 00:00:00.000 SO71832                   HL Mountain Pedal                                         1               48.5940                                48.594000
2008-06-01 00:00:00.000 SO71832                   ML Mountain Pedal                                         1               37.2540                                37.254000
2008-06-01 00:00:00.000 SO71832                   HL Mountain Frame - Black, 42                             4              809.7600                              3239.040000
2008-06-01 00:00:00.000 SO71832                   ML Mountain Frame-W - Silver, 40                          5              218.4540                              1092.270000
2008-06-01 00:00:00.000 SO71832                   HL Mountain Frame - Silver, 38                            1              818.7000                               818.700000
2008-06-01 00:00:00.000 SO71832                   HL Mountain Seat/Saddle                                   1               31.5840                                31.584000
2008-06-01 00:00:00.000 SO71832                   Mountain-200 Black, 46                                    5             1376.9940                              6884.970000
2008-06-01 00:00:00.000 SO71832                   Mountain-500 Black, 42                                    2              323.9940                               647.988000
2008-06-01 00:00:00.000 SO71832                   Mountain-500 Black, 48                                    3              323.9940                               971.982000
2008-06-01 00:00:00.000 SO71832                   Mountain-500 Silver, 40                                   3              112.9980                               203.396400
2008-06-01 00:00:00.000 SO71832                   Mountain-200 Silver, 38                                   1             1391.9940                              1391.994000
2008-06-01 00:00:00.000 SO71832                   Mountain-200 Silver, 42                                   1             1391.9940                              1391.994000
2008-06-01 00:00:00.000 SO71832                   LL Mountain Frame - Silver, 40                            2              158.4300                               316.860000
2008-06-01 00:00:00.000 SO71832                   LL Mountain Handlebars                                    1               26.7240                                26.724000
2008-06-01 00:00:00.000 SO71832                   ML Mountain Handlebars                                    1               37.1520                                37.152000
2008-06-01 00:00:00.000 SO71832                   LL Mountain Pedal                                         3               24.2940                                72.882000
2008-06-01 00:00:00.000 SO71832                   LL Mountain Frame - Black, 48                             1              149.8740                               149.874000
2008-06-01 00:00:00.000 SO71832                   LL Mountain Frame - Silver, 42                            6              158.4300                               950.580000
2008-06-01 00:00:00.000 SO71832                   LL Mountain Frame - Silver, 52                            1              158.4300                               158.430000
2008-06-01 00:00:00.000 SO71845                   Mountain-500 Silver, 52                                   2              112.9980                               135.597600
2008-06-01 00:00:00.000 SO71845                   Front Brakes                                              2               63.9000                               127.800000
2008-06-01 00:00:00.000 SO71845                   ML Mountain Frame-W - Silver, 40                          4              218.4540                               873.816000
2008-06-01 00:00:00.000 SO71845                   HL Mountain Frame - Silver, 46                            3              818.7000                              2456.100000
2008-06-01 00:00:00.000 SO71845                   Mountain-200 Silver, 42                                   2             1391.9940                              2783.988000
2008-06-01 00:00:00.000 SO71845                   Front Derailleur                                          1               54.8940                                54.894000
